,line_text,speaker,temporada,episodio
47811,When was the last time you went to the doctor?,Pam,Season 8,8x7
47812,I don't know.,Jim,Season 8,8x7
47813,It's important to go every month and get your prostate checked. You can do it at home by yourself with your finger. You just stick it-,Dwight,Season 8,8x7
47814,"Dwight, stop. I'm not kidding, I mean, I need you to take care of yourself. What would we do if something happened to you?",Pam,Season 8,8x7
47815,"Okay, easy. Trust me, I'm around for the long-haul.",Jim,Season 8,8x7
47816,"It's not really your choice, is it? Death waits for no man.",Dwight,Season 8,8x7
47817,Okay.,Jim,Season 8,8x7
47818,"Come on, let's go. I wanna call your doctor.",Pam,Season 8,8x7
47819,Doesn't it worry you in the slightest that Jim is not his real name?,Dwight,Season 8,8x7
47820,Just go home. It doesn't matter.,Pam,Season 8,8x7
47821,"But... hey, Cece's toothbrush.",Dwight,Season 8,8x7
47822,Thank you.,Jim,Season 8,8x7
47833,[whispers to Jim] I'm gonna do it.,Pam,Season 8,8x8
47835,Oh! I'm going into labor! Oh my goodness!,Pam,Season 8,8x8
47836,"Oh okay, she's going into labor. Make way, everybody!",Jim,Season 8,8x8
47837,"I know it's wrong to fake going into labor just to get out of things, but sometimes it's necessary.",Pam,Season 8,8x8
47838,[after Angela gives her a stack of files]: I'm going into labor!,Pam,Season 8,8x8
47840,I'm going into labor!,Pam,Season 8,8x8
47842,I'm going into labor.,Pam,Season 8,8x8
47843,Here we go!,Pam,Season 8,8x8
47850,Okay.,Jim,Season 8,8x8
47851,Okay.,Pam,Season 8,8x8
47853,Oh! Oh!,Pam,Season 8,8x8
47855,Oh my God!,Jim,Season 8,8x8
47856,I'm really in labor! This is happening!,Pam,Season 8,8x8
47857,"Okay guys, here we go! We'll see you!",Jim,Season 8,8x8
47858,Oh!,Pam,Season 8,8x8
47859,How do you feel?,Jim,Season 8,8x8
47863,False alarm.,Pam,Season 8,8x8
47871,Gettysburg? Hmm. Could be interesting. Second-most northern battle in the Civil War.,Dwight,Season 8,8x8
47873,Ha!,Dwight,Season 8,8x8
47874,The Civil War history industry has conveniently forgotten about the battle of Schrute Farms. [scoffs] Whatever. I'm over it. It's just grossly irresponsible.,Dwight,Season 8,8x8
47884,Guess I'm a sucker for historical fiction.,Dwight,Season 8,8x8
47890,Cool. Thanks. [puts his hat on Erin's head],Jim,Season 8,8x8
47899,Here. Like it?,Pam,Season 8,8x8
47901,I can't get a fire pit. I have two babies.,Pam,Season 8,8x8
47904,"Plants and- hi, Robert! Hey, um, how are you doing? Good to see you again.",Pam,Season 8,8x8
47922,"Visitor center. Gonna grab a map for the memorials, right?",Jim,Season 8,8x8
47924,"No, of course we're not tourists. We're just people that aren't from here who are taking a tour.",Jim,Season 8,8x8
47929,"Total deaths belongs to Gettysburg but when you're talking about D.P.A., that's deaths per acre...",Dwight,Season 8,8x8
47931,...nothing beats the battle of Schrute Farms.,Dwight,Season 8,8x8
47933,"Oh, it is. And you should read some of these letters that the soldiers wrote home. I mean, it makes the battle of Gettysburg sound like a bunch of schoolgirls wrestling over a hairbrush. [laughs] I'm telling you, they're heartbreaking too. So beautifully written.",Dwight,Season 8,8x8
47935,The truth.,Dwight,Season 8,8x8
47938,"No, no, no! You're filling her head with nonsense. You and the history books. I'm telling the truth.",Dwight,Season 8,8x8
47940,"Yes, thank you. All of history has been whitewashed.",Dwight,Season 8,8x8
47942,"Okay, I will. I don't know who that is, but I'm gonna tell you this-",Dwight,Season 8,8x8
47944,"Gettysburg was very important. Credit where credit is due, okay? Big, mad props to Gettysburg. Was it, however, the most northern battle of the civil war?",Dwight,Season 8,8x8
47946,Not by a long shot!,Dwight,Season 8,8x8
47949,"No, it was not!",Dwight,Season 8,8x8
47951,"No, it was not. Was it the second-most northern?",Dwight,Season 8,8x8
47953,Sure! I will cede it was the second-most northernmost battle!,Dwight,Season 8,8x8
47955,"Was it the northernmost? No. Get out of here, Oscar.",Dwight,Season 8,8x8
47971,"Excuse me, I got a question for you.",Dwight,Season 8,8x8
47973,Can you tell us about the battle of Schrute Farms?,Dwight,Season 8,8x8
47975,"Really. Okay, follow-up question. How much are they paying you to keep your mouth shut?",Dwight,Season 8,8x8
47984,"Okay. You know the test booklets that they give out in all the schools. I was thinking that we could put a coupon in the back that people would mail in to us... and as, you know, as I tell it, I don't like it. Unless, of course, you are responding to it.",Pam,Season 8,8x8
47986,"Um, excuse me. I'm gonna go to the bathroom.",Pam,Season 8,8x8
47987,"At this point, when you're this pregnant, it's kind of like senior spring. The other day I spit my gum out on the carpet.",Pam,Season 8,8x8
48001,"By the way, did we leave all the food on the bus?",Jim,Season 8,8x8
48003,"Yeah, that's what I had for breakfast and I think that's probably why I'm still hungry.",Jim,Season 8,8x8
48009,Only two hundred dollars?,Jim,Season 8,8x8
48014,Oh wow.  So that's two miles if you incorporate the walk back.,Jim,Season 8,8x8
48018,[Andy looks back to find everyone sitting] You said you weren't going to look back.,Dwight,Season 8,8x8
48024,Really?,Dwight,Season 8,8x8
48026,Well.  Anyone employed by the Gettysburg Industrial Complex is certainly going to want to keep quiet about the Battle of Schrute Farms.,Dwight,Season 8,8x8
48029,YES!  Ha!  Prepare to be refuted!  Go on.,Dwight,Season 8,8x8
48033,Hallowed ground.,Dwight,Season 8,8x8
48037,I've seen enough.,Dwight,Season 8,8x8
48055,Yeah sorry everyone else didn't come.  I think they're just tired.  With holes in their shoes.  And they have dysentery.,Jim,Season 8,8x8
48057,What are you talking about?,Jim,Season 8,8x8
48059,Andy ' this whole idea of our situation being just like war?  It's just not true.  We just work at a paper company.  And you're our regional manager.  And guess what man?  You don't have to prove anything.  We like you as regional manager.  Andy if you don't believe me take a look at what's on my head.  I'm wearing a very pink hat.  I've been getting weird looks all day because I'm pretty sure 'DM does GB' means something kinda sexual.  But guess who's wearing them?  All of us.  Just for you man.  That's huge.,Jim,Season 8,8x8
48061,They're terrible.,Jim,Season 8,8x8
48075,Tuna?,Jim,Season 8,8x8
48077,And to drink?,Jim,Season 8,8x8
48079,"Oh-ho, I am in.",Jim,Season 8,8x8
48080,"I'm excited, I've actually never been to Gettysburg. Uh, my family was gonna go once, but then my brothers convinced me if was full of dead soldier zombies, so I freaked out and we turned the car around. But I'm older now, I can outrun a zombie.",Jim,Season 8,8x8
48086,Where do all the cool kids go when they come to this consecrated ground?,Jim,Season 8,8x8
48088,"I know what you guys are all thinking right now: Hey, let's go pee on the grave of some confederate soldiers, but you know what? Joke's on you. It only makes the flowers grow back more beautifully.",Dwight,Season 8,8x8
48089,"Best thing you can do for the deceased is to pee on their graves. Then you dance and work the urine into the root systems. Doesn't hurt to have a smile on your face, either.",Dwight,Season 8,8x8
48092,It's locked.,Jim,Season 8,8x8
48094,"It's not locked, gimme that...",Dwight,Season 8,8x8
48095,"That's weird, if it's not locked, why isn't it opening?",Jim,Season 8,8x8
48096,"It's, it's latched closed.",Dwight,Season 8,8x8
48097,"Ok, you know what? Andy probably has the number for this guy. I'm gonna find him.",Jim,Season 8,8x8
48110,We didn't have one scheduled.,Jim,Season 8,8x8
48111,"[knocks water bottle on to Jim's desk] Oh, little help. Wow your hair is really thinning.",Dwight,Season 8,8x9
48112,"Standing is proven to be healthier, increases productivity and just looks cooler. Picture someone doing something heroic. Now was he sitting or standing? Not counting FDR.",Dwight,Season 8,8x9
48113,Every second you sit there is an hour off your life. Look at all of you. I feel like you're in a suicide cult.,Dwight,Season 8,8x9
48115,Oh yeah?,Dwight,Season 8,8x9
48117,"Hey guys let's just all admit it. Ok? Dwight's better than us. He had the guts to stop sitting. And he's never, ever going to go back on it right?",Jim,Season 8,8x9
48118,That's right Jim.,Dwight,Season 8,8x9
48120,[jumping up from an almost sitting position] Hey.,Dwight,Season 8,8x9
48122,No. Putting a load on more like it.,Dwight,Season 8,8x9
48124,Last thing I need is luck. [hunches down again],Dwight,Season 8,8x9
48125,[to Angela] Thank you so much. [hums],Dwight,Season 8,8x9
48126,[sees a pole poking out Dwight's pant leg] What are you up to? Oops look out! [grabs Dwight's wallet],Jim,Season 8,8x9
48127,What are you doing? Give that back. Come on!,Dwight,Season 8,8x9
48128,Prank! [throws money from Dwight's wallet on the floor],Jim,Season 8,8x9
48129,Oh that's real creative.,Dwight,Season 8,8x9
48130,You know what it's not my best. Because you could just easily bend over and pick it up right?,Jim,Season 8,8x9
48131,"I could, but I just don't feel like it loser.",Dwight,Season 8,8x9
48132,Because you're sitting?,Jim,Season 8,8x9
48133,Standing.,Dwight,Season 8,8x9
48134,Ok.,Jim,Season 8,8x9
48135,Don't!,Dwight,Season 8,8x9
48136,Because you're sitting?,Jim,Season 8,8x9
48137,Standing.,Dwight,Season 8,8x9
48138,You know I have to do this.,Jim,Season 8,8x9
48139,"I know. [Jim pushes him over, Dwight screams]",Dwight,Season 8,8x9
48141,I think you could just do Andy Bernard.,Jim,Season 8,8x9
48145,I don't know. He wasn't talking to me. But if I were you I wouldn't hire his wife.,Jim,Season 8,8x9
48156,"Knock, knock, knock, knock, knock.",Dwight,Season 8,8x9
48158,[laughs] Remember how you said that you were looking in the office to do calisthenics and aerobics?,Dwight,Season 8,8x9
48160,Well today's your lucky day. I have opened in this very office building Dwight Schrute's Gym for Muscles. You wanna take a look?,Dwight,Season 8,8x9
48162,Your path from obesity begins right here!,Dwight,Season 8,8x9
48164,"Obese people in my office are a drain on resources. Chairs wear out faster, it takes more Freon to keep them cool, they flush the toilets more often, plus their massive BMs bust the rivets on my pipes. But a gym turns fat into cash.",Dwight,Season 8,8x9
48180,Well it's sales. So you have to be able to live in the world of rejection.,Jim,Season 8,8x9
48181,Maybe you do. Hi. I'm Dwight. Sales is really not so hard ok? It's paper. We have it and they want it so bad they are willing to pay for it.,Dwight,Season 8,8x9
48183,Well it's not that easy. It's kind of sometimes difficult.,Jim,Season 8,8x9
48184,It's the second easiest job in the world. [to camera] Being a mom.,Dwight,Season 8,8x9
48186,That is true.,Dwight,Season 8,8x9
48188,That's me.,Dwight,Season 8,8x9
48190,Maybe over a beer after she's closed her first sale [makes gun click noise].,Dwight,Season 8,8x9
48193,Ready? What do you think?,Dwight,Season 8,8x9
48195,"You haven't even looked around yet. Look. Gravel bucket squat yoke [squats, grunts and lifts] Right? Dedicated phone book ripping station [tries and fails to tear a phone book in half]. You ever cut tin before? Five yards in and your forearms will be on fire. Plus I will buy the tin back from you that you cut for two cents a yard. Now let's go over membership. I'm going to need the first month's and the last month's up front. $49 per month. But every third month is $59 a month. But the fourth month is a discount month at $19 per month'",Dwight,Season 8,8x9
48197,Darryl... [picks up sledgehammer and swings it at a hanging tire],Dwight,Season 8,8x9
48221,Attention! I am now accepting memberships for Dwight Schrute's Gym for Muscles. The first 20 members can take advantage of the pay what you weigh promotion.,Dwight,Season 8,8x9
48226,Kelly?,Dwight,Season 8,8x9
48228,That's okay. I know how to build a business. You gotta get the black people to do it to get the white people to do it. Then you gotta get the black people to stop doing it. One step at a time.,Dwight,Season 8,8x9
48247,"No, I don't think we should be trying to make this place seem unpleasant. I think we should let this place just crush her spirit by itself. I mean, it knows what it's doing.",Jim,Season 8,8x9
48249,"Oh, wow. So cute.",Jim,Season 8,8x9
48259,Very cute. [holds out the phone],Jim,Season 8,8x9
48281,What do you think you're doing?,Dwight,Season 8,8x9
48283,"I build you this temple to the human body, and you're lifting what, five pounds?",Dwight,Season 8,8x9
48285,I was watching you. You want to know how long it really was?,Dwight,Season 8,8x9
48287,Eight minutes!,Dwight,Season 8,8x9
48289,Is that the same philosophy you apply to buffalo wings? [points] I want you to bring that same buffalo wing passion to this gym! I'm gonna make you look like Lebron James!,Dwight,Season 8,8x9
48291,That's what I said.,Dwight,Season 8,8x9
48293,I know.,Dwight,Season 8,8x9
48326,"[to Hank who is closing the gate] Oh wait, wait, wait! Hold on, hold on. I just need to get through. Just real quick. Real quick, open... uh, okay. [runs]",Jim,Season 8,8x9
48328,"[shoe falls while climbing ladder] Oh. Ow. Ow. Ow. [grunts] Creed. I was never here, all right?",Jim,Season 8,8x9
48330,Oh boy.,Jim,Season 8,8x9
48331,"This is my gym, my rules. You do exactly as I say, no questions asked.",Dwight,Season 8,8x9
48333,"First thing, we're gonna stretch the pelvic bowl. Ready? Get down on the floor.",Dwight,Season 8,8x9
48335,Really? Too embarrassing for you? Huh? You wish that every exercise was strutting around the gym like the Fonz? Well how do you think the Fonz got so cool? He stretched his pelvic bowl!,Dwight,Season 8,8x9
48342,Do I?,Jim,Season 8,8x9
48344,"[mutters] I know, I do.",Jim,Season 8,8x9
48346,I really wish I could help. I'm not really sure how I can...,Jim,Season 8,8x9
48348,"That's the thing. See, I didn't want to get in the middle of this. Still don't. But here's something: I feel that maybe, if we take a step back, this is a simple case of anxiety to work with a spouse.",Jim,Season 8,8x9
48352,Perfect!,Jim,Season 8,8x9
48354,Yes?,Jim,Season 8,8x9
48356,"[sighs] I don't know what you want me to tell you. To be really honest, my wife works here. And I love it. She literally makes me work harder. She makes me smarter. She makes me remember why I'm here. And between us, she's on maternity leave right now, and I would love to leave this room and see her face. I would love it. I don't know how this helps, but it's just what I'm thinking.",Jim,Season 8,8x9
48358,Yes. All right. Great. [leaves],Jim,Season 8,8x9
48378,"You're nothing! You're so weak, you call yourself a man? Huh?",Dwight,Season 8,8x9
48380,"Okay, fine. Finish your set on your own and never come back to my gym again!",Dwight,Season 8,8x9
48382,"All right, I'll help you. But first, you gotta tell me what your goal is. What do you want?",Dwight,Season 8,8x9
48384,"No! Because if that was the case, the bar would be up by now. What is your goal?",Dwight,Season 8,8x9
48386,What do you want!?!,Dwight,Season 8,8x9
48388,Val Kilmer? I don't buy it. That doesn't make any sense. Wow... I figured out your goal. I am going to make you the buffest dude Val Kilmer has ever seen.,Dwight,Season 8,8x9
48391,"Hey, what are you listening to?",Dwight,Season 8,8x9
48394,There is no shower.,Dwight,Season 8,8x9
48396,"What does this look like, a shower store? Get lost.",Dwight,Season 8,8x9
